title,desc,source,cat
Gojira Share Video for New Song “Another World”: Watch - Pitchfork,"Gojira Share Video for New Song “Another World”: Watch PitchforkGojira - Another World [OFFICIAL VIDEO] GojiraGojira Releases New Standalone Single 'Another World' BLABBERMOUTH.NETLISTEN: Gojira's 'Another World' Probes the Plight of Humanity LoudwireGojira Share ‘Another World,’ First New Song in Four Years Rolling StoneView Full Coverage on Google News",goo,ent
Legal Analyst Jeffrey Toobin Explains The 'Tragedy' Of The Mueller Investigation,"Toobin's new book, True Crimes and Misdemeanors, examines how Trump and his team out-maneuvered special counsel Robert Mueller. Mueller, he says, gave Trump ""a free pass"" on obstruction of justice.",npr,ent
‘She Dies Tomorrow’ Review: When Anxiety Goes Viral,A film made before the pandemic now feels uncomfortably timely.,nyt,ent
The Many Varieties of Donald Trump,Three new books analyze what the Trump presidency has meant for American politics and American society.,nyt,ent
How Hitler Took the World Into War,Benjamin Carter Hett’s “The Nazi Menace” examines the path to World War II and German responsibility.,nyt,ent
Why the Mueller Investigation Failed,Jeffrey Toobin’s “True Crimes and Misdemeanors” examines the battle over the Mueller report and how Donald Trump prevailed.,nyt,ent
Migos Rapper Takeoff Sued by Woman Claiming He Raped Her at L.A. Party - TMZ,Migos Rapper Takeoff Sued by Woman Claiming He Raped Her at L.A. Party TMZMigos Rapper Takeoff Sued Following Alleged Rape Exclaim!View Full Coverage on Google News,goo,ent
"‘Godspell’ in 2020: Masks, Partitions and a Contactless Crucifixion - The New York Times","‘Godspell’ in 2020: Masks, Partitions and a Contactless Crucifixion The New York Times",goo,ent
Brian Austin Green's heart belongs to his boys,Co-parenting during a pandemic with a former partner has got to be challenging.,cnn,ent
Washington Post hardcover bestsellers,A snapshot of popular books.,wp,ent
Celebrities defending Ellen DeGeneres are facing a backlash of their own,Katy Perry and Kevin Hart were among the first celebrities to support Ellen DeGeneres following her employees' accusations of a toxic work environment.,wp,ent
"Woman Sues Takeoff, Member of Migos, Accusing Him of Rape","The civil complaint, filed in Los Angeles, accuses Takeoff, one of three members of the hip-hop group, of assaulting the woman during a house party in June.",nyt,ent
"Eric Bentley, Critic Who Provoked Lovers of Broadway, Dies at 103","Mr. Bentley, who was also a playwright, was an early champion of modern European drama in the 1940s but had little use for American plays.",nyt,ent
‘La Llorona’ Review: The General in His Horrific Labyrinth,The Weeping Woman returns in a thoughtfully creepy Guatemalan movie in which real-life terrors commingle with genre frights.,nyt,ent
Stream These 12 Movies Before They Leave Netflix This Month,"“Groundhog Day” for when every day feels the same, “Candyman” for when they feel like a nightmare: Watch them while you can in August.",nyt,ent
"‘The Lost Pianos of Siberia,’ and the Lost Individuals Who Played Them","Sophy Roberts goes on a quest for a rare instrument, and discovers a vast, uncharted history along the way.",nyt,ent
Four Art Gallery Shows to See Right Now,Galleries and museums are getting creative about presenting work online during the pandemic. Some are open for in-person visits. Here are shows worth viewing either way.,nyt,ent
"For Black Pop Stans, the Bare Minimum Is No Longer Enough - Rolling Stone","For Black Pop Stans, the Bare Minimum Is No Longer Enough Rolling Stone",goo,ent
Harry Potter Films to Stream on NBCUniversal's Peacock - Hollywood Reporter,Harry Potter Films to Stream on NBCUniversal's Peacock Hollywood Reporter‘Harry Potter’ Bolts HBO Max for Peacock The Wall Street JournalHarry Potter: All 8 Movies Moving From HBO Max to Peacock IGNHarry Potter Movies Apparate Over to Peacock Vulture‘Harry Potter’ Films To Stream On Peacock After Wrapping HBO Max Cameo DeadlineView Full Coverage on Google News,goo,ent
"Disney reveals COVID-19 losses amid park closures, Disney Plus gains - Deseret News","Disney reveals COVID-19 losses amid park closures, Disney Plus gains Deseret NewsDisney to Launch New Star-Branded Streaming Service in 2021 Gadgets 360Hotstar has monthly ARPU of ~Rs 53 in India, to launch in Indonesia on September 15 MediaNama.comView Full Coverage on Google News",goo,ent
'She Dies Tomorrow' is a freaky horror movie made more contagious thanks to COVID-19 - USA TODAY,'She Dies Tomorrow' is a freaky horror movie made more contagious thanks to COVID-19 USA TODAYChris Messina and Katie Aselton get the fear in 'She Dies Tomorrow' clip EW.com‘She Dies Tomorrow’ is a queasily effective horror film for the pandemic era Washington PostView Full Coverage on Google News,goo,ent
"Hilary Duff shows off toned abs in new bikini pic, encourages fans to 'do whatever feels good' - Fox News","Hilary Duff shows off toned abs in new bikini pic, encourages fans to 'do whatever feels good' Fox NewsHilary Duff reveals how she lost weight while enjoying bread, chocolate and wine Yahoo! VoicesHilary Duff's 'Extreme' Bikini Body Sparks Criticism In Bathroom Selfie The BlastHilary Duff 'stays lean' eating bread, chocolate, wine by macro-tracking - Insider INSIDERView Full Coverage on Google News",goo,ent
Sean Penn confirms he and Leila George had a 'COVID wedding' - Page Six,Sean Penn confirms he and Leila George had a 'COVID wedding' Page SixView Full Coverage on Google News,goo,ent
"Star Trek: Lower Decks Team on Canon, Costumes, Cameos and More - IGN","Star Trek: Lower Decks Team on Canon, Costumes, Cameos and More IGNTNG's 'Lower Decks' Episode Is a Perfect Peek Behind Star Trek's Curtains GizmodoStar Trek: Lower Decks review: Comfort food with a comic twist Ars Technica'Star Trek: Discovery' uniform image drops hint about the 32nd century Inverse'Star Trek: Lower Decks' actor Jerry O'Connell dishes on animated series New York Post View Full Coverage on Google News",goo,ent
Rob Kardashian poses shirtless by the pool as he shows off stunning weight loss - Mirror Online,Rob Kardashian poses shirtless by the pool as he shows off stunning weight loss Mirror OnlineView Full Coverage on Google News,goo,ent
Where Are We? Theatrical Adventures in Digital Dislocation,What happens when the edgy Ice Factory festival goes online? A sense of discovery tempered by frustrating technological glitches.,nyt,ent
Lincoln Library Cancels Exhibition Over Racial Sensitivity Concerns,"The library, in Springfield, Ill., said Black community leaders who previewed it feared parts of the traveling exhibition, created 15 years ago, were outdated and lacked context.",nyt,ent
Coming of Age Amid the Troubles,"In “Inventory,” Darran Anderson sorts through the objects and memories of his 1980s Northern Ireland adolescence.",nyt,ent
Tourist posing for photo breaks 19th Century Antonio Canova sculpture,A tourist has accidentally broken the toes of a historic artwork while visiting a museum in Italy.,bbc,ent
"Teen Mom's Chelsea Houska Is Pregnant, Expecting Baby No. 4 - E! NEWS","Teen Mom's Chelsea Houska Is Pregnant, Expecting Baby No. 4 E! NEWSTeen Mom 2's Chelsea Houska Is Expecting Her Fourth Child: 'One More DeBoer!' PEOPLE'Teen Mom 2' Star Chelsea Houska Pregnant With Baby No. 4, Third Child With Husband Cole DeBoer PopCulture.comChelsea Houska Confirms Pregnancy #4 With Unique Instagram Post The BlastChelsea Houska Pregnant: ‘Teen Mom 2’ Star Reveals She’s Expecting Baby No. 4 With Cole DeBoer HollywoodLifeView Full Coverage on Google News",goo,ent
ICM Partners Inks Deal With WGA; Second Big 4 Agency To Sign Spells End Of Packaging – Update - Deadline,ICM Partners Inks Deal With WGA; Second Big 4 Agency To Sign Spells End Of Packaging – Update DeadlineICM Signs Deal With Writers Guild in Next Major Agency Breakthrough Hollywood ReporterICM Partners Signs Deal With WGA VarietyView Full Coverage on Google News,goo,ent
Hannah Ann Sluss & Becca Kufrin On 'Bachelorette' Set I Bachelor Brief - Access,Hannah Ann Sluss & Becca Kufrin On 'Bachelorette' Set I Bachelor Brief AccessView Full Coverage on Google News,goo,ent
"James Powers, Brooklyn Gallerist Who Nurtured Black Artists, Dies at 80",Openings at Mr. Powers’s Spiral Gallery on Vanderbilt Avenue were rollicking festivals of art and jazz featuring emerging artists from the neighborhood and beyond.,nyt,ent
Lady Gaga Turns Talk Show Host With 'Gaga Radio' Show on Apple Music - Variety,Lady Gaga Turns Talk Show Host With 'Gaga Radio' Show on Apple Music VarietyLady Gaga Gets New Apple Music Show Gaga Radio PitchforkLady Gaga Launches New Radio Show On Apple Music DeadlineLady Gaga's New Apple Music Radio Show Pays Homage to Her 'Chromatica' Inspirations BillboardLady Gaga Hosting 'Gaga Radio' Show on Apple Music MacRumorsView Full Coverage on Google News,goo,ent
Walmart launching drive-in movie theaters at 160 stores amid COVID-19. Here's how to reserve a parking space. - USA TODAY,Walmart launching drive-in movie theaters at 160 stores amid COVID-19. Here's how to reserve a parking space. USA TODAYView Full Coverage on Google News,goo,ent
Selena Gomez Reveals How She Maintains Her Mental Health During the Pandemic - Showbiz Cheat Sheet,Selena Gomez Reveals How She Maintains Her Mental Health During the Pandemic Showbiz Cheat SheetPeek Inside Selena Gomez's Kitchen in This Behind-the-Scenes Preview of Her HBO Cooking Show MSN MoneySelena + Chef | Trailer | HBO Max HBO MaxSelena Gomez Is a Sweet But So-So Chef in Trailer for HBO Max Series Yahoo Entertainment‘Selena + Chef’: Selena Gomez Details “Very Odd” Process Of Filming HBO Max Cooking Show While Under Lockdown – TCA DeadlineView Full Coverage on Google News,goo,ent
Disney World Sued By Grandmother Arrested for Having CBD Oil - TMZ,"Disney World Sued By Grandmother Arrested for Having CBD Oil TMZGreat-grandmother arrested for having CBD oil at Disney files lawsuit WESH 2 OrlandoGrandmother Arrested For CBD At Disney World Sues Company With Powerful Legal Team Marijuana MomentDisney, sheriff sued over grandma's 2019 CBD oil arrest Orlando SentinelGrandmother sues Disney World for millions after CBD oil arrest WKMG News 6 & ClickOrlandoView Full Coverage on Google News",goo,ent
Ellen Pompeo Explains Why She Hasn't Left 'Grey's Anatomy' - ET Canada,Ellen Pompeo Explains Why She Hasn't Left 'Grey's Anatomy' ET CanadaView Full Coverage on Google News,goo,ent
"'The Umbrella Academy 2': Here's Why Yusuf Gatewood, the Actor Who Plays Raymond Chestnut Looks So Familiar - Showbiz Cheat Sheet","'The Umbrella Academy 2': Here's Why Yusuf Gatewood, the Actor Who Plays Raymond Chestnut Looks So Familiar Showbiz Cheat Sheet18 Of The Best Musical Moments From Season 2 Of ""The Umbrella Academy"" BuzzFeed'The Umbrella Academy' Cast Gets Quizzed On Movie Trivia | Know Your Role MashableUmbrella Academy cube theory – Is *that* character destined to return? digitalspy.comThe Umbrella Academy Season 2: The Biggest Easter Eggs & Secrets Screen RantView Full Coverage on Google News",goo,ent
'Raised by Wolves' trailer uploads Ridley Scott's creepy android series to HBO Max - Entertainment Weekly,'Raised by Wolves' trailer uploads Ridley Scott's creepy android series to HBO Max Entertainment WeeklyRidley Scott's Raised By Wolves Is About to Become Your Most Anticipated Sci-Fi Show GizmodoRaised by Wolves | Official Trailer | HBO Max HBO Max‘Raised By Wolves’ Trailer: Ridley Scott’s HBO Max Series Sets Premiere Date Yahoo EntertainmentRAISED BY WOLVES Trailer (2020) FilmSelect TrailerView Full Coverage on Google News,goo,ent
Marty Jannetty's Apparent Murder Confession Sparks Police Investigation - TMZ,"Marty Jannetty's Apparent Murder Confession Sparks Police Investigation TMZPolice To Investigate Marty Jannetty After He Apparently Admitted To Murdering A Man As A Teenager WrestlingINCMarty Jannetty Is Trending On Twitter After Claiming He Committed Murder As A Teenager WrestlezoneWWE legend Marty Jannetty admits to murder in bizarre, offensive Facebook post SB NationFormer WWE Superstar Marty Jannetty Apparently Claims He Murdered A Man As A Teenager Wrestling Inc.View Full Coverage on Google News",goo,ent
Hanging out with chefs gave Selena Gomez a taste of something different,"Selena Gomez loves to cook, but, she'll admit, she is not the most practiced chef in the world.",cnn,ent
'Ren & Stimpy' is getting a reboot,"Happy, happy, joy, joy we are getting a new version of ""The Ren & Stimpy Show.""",cnn,ent
Burna Boy Has the Whole World Listening,"With his supremely catchy Afro-fusion and a new album due Aug. 13, the Nigerian songwriter, singer and rapper makes music as a true global citizen.",nyt,ent
The Universal Loneliness of Powfu,"On his major label debut EP, the 21-year-old musician from Vancouver follows in the footsteps of lovelorn emo singers and rappers.",nyt,ent
"Kathleen Duey, a Mentoring Children’s Book Author, Dies at 69","A prolific writer, she published more than 75 books, including a Best Seller and a National Book Award finalist, all while encouraging aspiring authors.",nyt,ent
"Bon Iver Enlist Bruce Springsteen, Jenny Lewis, More for New Song “AUATC”: Listen - Pitchfork","Bon Iver Enlist Bruce Springsteen, Jenny Lewis, More for New Song “AUATC”: Listen PitchforkBon Iver - AUATC - Official Video Bon IverBon Iver – “AUATC” StereogumBon Iver Enlists Jenny Lewis, Bruce Springsteen for New Song ‘AUATC’ Rolling StoneBon Iver releases new song 'AUATC,' with vocals from Bruce Springsteen and Jenny Lewis Milwaukee Journal SentinelView Full Coverage on Google News",goo,ent
"Jurnee Smollett Is Ready to Own Her Power With HBO's Buzzy 'Lovecraft Country': ""I Don't Apologize"" - Hollywood Reporter","Jurnee Smollett Is Ready to Own Her Power With HBO's Buzzy 'Lovecraft Country': ""I Don't Apologize"" Hollywood ReporterJurnee Smollett Says Brother Jussie's Scandal Has Been 'F--King Painful' TooFabJurnee Smollett defends Jussie's innocence: 'I believe my brother' Page SixJussie Smollett's Sister Jurnee Says His Scandal Has Been 'F**king Painful' Entertainment TonightView Full Coverage on Google News",goo,ent
Which Upcoming Pop Album Are You Most Excited For? Vote! - Billboard,Which Upcoming Pop Album Are You Most Excited For? Vote! Billboard,goo,ent
